,Topic,Count,Name,Representation
24,23,51,23_home_buyers_house_the,"['home', 'buyers', 'house', 'the', 'selling', 'seller', 'property', 'market', 'buyer', 'estate']"
25,24,50,24_birthday_gift_party_gifts,"['birthday', 'gift', 'party', 'gifts', 'event', 'for', 'the', 'celebration', 'to', 'you']"
26,25,50,25_interview_job_interviewer_allah,"['interview', 'job', 'interviewer', 'allah', 'questions', 'the', 'you', 'and', 'ramadan', 'in']"
27,26,46,26_ex_he_him_someone,"['ex', 'he', 'him', 'someone', 'her', 'you', 'love', 'dating', 'back', 'she']"
28,27,45,27_sales_the_to_and,"['sales', 'the', 'to', 'and', 'their', 'team', 'they', 'we', 'that', 'of']"
29,28,45,28_college_campus_students_and,"['college', 'campus', 'students', 'and', 'to', 'you', 'in', 'of', 'the', 'for']"
30,29,45,29_divorce_golf_children_the,"['divorce', 'golf', 'children', 'the', 'collectors', 'custody', 'parent', 'your', 'of', 'you']"
31,30,44,30_travel_you_the_trip,"['travel', 'you', 'the', 'trip', 'to', 'your', 'and', 'of', 'have', 'be']"
32,31,43,31_you_it_that_to,"['you', 'it', 'that', 'to', 'and', 'is', 'my', 'life', 'we', 'the']"
33,32,42,32_money_save_savings_you,"['money', 'save', 'savings', 'you', 'your', 'to', 'of', 'financial', 'the', 'saving']"
34,33,40,33_lawyer_attorney_legal_case,"['lawyer', 'attorney', 'legal', 'case', 'lawyers', 'you', 'the', 'be', 'to', 'hire']"
35,34,37,34_casino_gambling_players_online,"['casino', 'gambling', 'players', 'online', 'games', 'babe', 'casinos', 'facesitting', 'nude', 'ass']"
36,35,37,35_insurance_coverage_policy_car,"['insurance', 'coverage', 'policy', 'car', 'protection', 'you', 'auto', 'deductible', 'your', 'if']"
37,36,35,36_audience_speech_presentation_fitness,"['audience', 'speech', 'presentation', 'fitness', 'you', 'your', 'speaking', 'to', 'will', 'the']"
38,37,35,37_website_site_web_design,"['website', 'site', 'web', 'design', 'predicted', 'tie', 'your', 'business', 'the', 'to']"
39,38,35,38_addiction_alcohol_drink_recovery,"['addiction', 'alcohol', 'drink', 'recovery', 'council', 'you', 'to', 'the', 'addicted', 'of']"
40,39,34,39_meeting_meetings_the_conference,"['meeting', 'meetings', 'the', 'conference', 'to', 'and', 'of', 'in', 'for', 'have']"
41,40,34,40_moving_movers_tendon_hiv,"['moving', 'movers', 'tendon', 'hiv', 'cells', 'prep', 'the', 'in', 'move', 'to']"
42,41,34,41_stocks_stock_investing_investment,"['stocks', 'stock', 'investing', 'investment', 'market', 'invest', 'portfolio', 'investors', 'the', 'you']"
43,42,33,42_tenants_property_tenant_rental,"['tenants', 'property', 'tenant', 'rental', 'rent', 'the', 'landlord', 'to', 'landlords', 'and']"
44,43,33,43_law_lawyers_legal_attorneys,"['law', 'lawyers', 'legal', 'attorneys', 'marketing', 'web', 'firm', 'firms', 'school', 'for']"
45,44,33,44_homo_cycling_relationship_partner,"['homo', 'cycling', 'relationship', 'partner', 'transport', 'cyclists', 'and', 'in', 'the', 'that']"
46,45,32,45_retirement_401k_plan_ira,"['retirement', '401k', 'plan', 'ira', 'money', 'savings', 'your', 'for', 'financial', 'income']"
47,46,32,46_happiness_happy_life_we,"['happiness', 'happy', 'life', 'we', 'the', 'and', 'that', 'you', 'to', 'is']"
48,47,31,47_project_team_management_task,"['project', 'team', 'management', 'task', 'the', 'and', 'job', 'to', 'work', 'is']"
49,48,31,48_balm_crusher_exam_study,"['balm', 'crusher', 'exam', 'study', 'test', 'studying', 'my', 'and', 'it', 'the']"
50,49,30,49_injury_lawyer_accident_personal,"['injury', 'lawyer', 'accident', 'personal', 'attorney', 'legal', 'solicitors', 'uxbridge', 'case', 'injuries']"
51,50,30,50_loan_mortgage_home_credit,"['loan', 'mortgage', 'home', 'credit', 'refinance', 'loans', 'interest', 'lenders', 'rate', 'lender']"
52,51,30,51_seo_search_engine_keywords,"['seo', 'search', 'engine', 'keywords', 'engines', 'optimization', 'site', 'website', 'your', 'company']"
53,52,30,52_marriage_pyp_the_and,"['marriage', 'pyp', 'the', 'and', 'we', 'is', 'in', 'of', 'to', 'it']"
54,53,30,53_you_soap_in_and,"['you', 'soap', 'in', 'and', 'the', 'to', 'we', 'it', 'my', 'is']"
55,54,28,54_networking_network_business_people,"['networking', 'network', 'business', 'people', 'you', 'them', 'to', 'and', 'about', 'your']"
56,55,27,55_event_attendees_fundraising_charity,"['event', 'attendees', 'fundraising', 'charity', 'or', 'board', 'donors', 'to', 'and', 'for']"
57,56,27,56_budget_money_expenses_the,"['budget', 'money', 'expenses', 'the', 'of', 'spending', 'your', 'is', 'that', 'and']"
58,57,27,57_email_emails_the_to,"['email', 'emails', 'the', 'to', 'of', 'and', 'that', 'law', 'inbox', 'on']"
59,58,26,58_coach_mentor_coaching_life,"['coach', 'mentor', 'coaching', 'life', 'you', 'business', 'their', 'to', 'mentors', 'the']"
60,59,26,59_stress_anxiety_you_to,"['stress', 'anxiety', 'you', 'to', 'can', 'and', 'it', 'the', 'of', 'your']"
61,60,25,60_shopping_online_jonathan_he,"['shopping', 'online', 'jonathan', 'he', 'coupons', 'coupon', 'his', 'the', 'to', 'that']"
62,61,24,61_estate_real_property_investing,"['estate', 'real', 'property', 'investing', 'commercial', 'properties', 'investment', 'you', 'money', 'in']"
63,62,24,62_payday_loan_advance_loans,"['payday', 'loan', 'advance', 'loans', 'cash', 'pay', 'interest', 'credit', 'you', 'lending']"
64,63,24,63_creative_and_promotional_it,"['creative', 'and', 'promotional', 'it', 'the', 'to', 'in', 'hosting', 'book', 'of']"
65,64,24,64_science_facebook_of_research,"['science', 'facebook', 'of', 'research', 'the', 'scientific', 'in', 'foundation', 'and', 'scientists']"
66,65,24,65_money_online_you_affiliate,"['money', 'online', 'you', 'affiliate', 'for', 'work', 'make', 'to', 'upwork', 'freelancers']"
67,66,23,66_forgive_in_yourself_the,"['forgive', 'in', 'yourself', 'the', 'parakeets', 'and', 'we', 'gun', 'past', 'hospital']"
68,67,23,67_dating_beer_men_older,"['dating', 'beer', 'men', 'older', 'women', 'breweries', '50', 'singles', 'over', 'brewery']"
69,68,22,68_games_child_kids_children,"['games', 'child', 'kids', 'children', 'was', 'video', 'game', 'son', 'my', 'he']"
70,69,22,69_language_learners_english_rights,"['language', 'learners', 'english', 'rights', 'learning', 'students', 'of', 'vocabulary', 'words', 'accent']"
71,70,21,70_gratitude_grateful_kindness_we,"['gratitude', 'grateful', 'kindness', 'we', 'our', 'appreciation', 'for', 'employees', 'of', 'that']"
72,71,21,71_funeral_grief_family_cement,"['funeral', 'grief', 'family', 'cement', 'death', 'loved', 'additives', 'to', 'is', 'grieving']"
73,72,20,72_instagram_followers_hashtags_facebook,"['instagram', 'followers', 'hashtags', 'facebook', 'annie', 'naomi', 'navid', 'his', 'post', 'your']"
74,73,20,73_license_home_shall_mortgage,"['license', 'home', 'shall', 'mortgage', 'loan', 'house', 'insurance', 'or', 'pursuant', 'subsection']"
75,74,20,74_culture_costa_rica_employees,"['culture', 'costa', 'rica', 'employees', 'and', 'the', 'cultural', 'heinrich', 'of', 'to']"
76,75,20,75_web_design_website_company,"['web', 'design', 'website', 'company', 'designer', 'jews', 'the', 'of', 'that', 'you']"
77,76,20,76_agent_estate_agents_cookware,"['agent', 'estate', 'agents', 'cookware', 'real', 'will', 'you', 'the', 'copper', 'to']"
78,77,19,77_writers_freelance_writer_writing,"['writers', 'freelance', 'writer', 'writing', 'copy', 'content', 'you', 'of', 'the', 'that']"
79,78,19,78_job_biosphere_interview_candidate,"['job', 'biosphere', 'interview', 'candidate', 'dysplasia', 'hip', 'dogs', 'why', 'the', 'you']"
80,79,19,79_linkedin_connections_profile_networking,"['linkedin', 'connections', 'profile', 'networking', 'people', 'network', 'conference', 'facebook', 'to', 'connect']"
81,80,19,80_book_books_the_authors,"['book', 'books', 'the', 'authors', 'of', 'movie', 'your', 'his', 'is', 'to']"
82,81,19,81_baby_valentines_diapers_day,"['baby', 'valentines', 'diapers', 'day', 'breastfeeding', 'cuties', 'diaper', 'breast', 'love', 'milk']"
83,82,19,82_sports_play_game_coaches,"['sports', 'play', 'game', 'coaches', 'soccer', 'college', 'playing', 'athletes', 'coach', 'team']"
84,83,18,83_tax_irs_taxes_attorney,"['tax', 'irs', 'taxes', 'attorney', 'filing', 'file', 'accountant', 'you', 'deduction', 'owe']"
85,84,18,84_anger_milk_emotions_the,"['anger', 'milk', 'emotions', 'the', 'words', 'and', 'my', 'angry', 'to', 'of']"
86,85,18,85_employees_cialis_dosage_concrete,"['employees', 'cialis', 'dosage', 'concrete', 'training', 'home', 'canal', 'dock', 'bay', 'and']"
87,86,18,86_renewable_panels_solar_car,"['renewable', 'panels', 'solar', 'car', 'credit', 'loan', 'environment', 'energy', 'looking', 'place']"
88,87,18,87_confidence_selfconfidence_your_selfesteem,"['confidence', 'selfconfidence', 'your', 'selfesteem', 'you', 'yourself', 'and', 'to', 'self', 'feel']"
89,88,17,88_reviews_review_reputation_barter,"['reviews', 'review', 'reputation', 'barter', 'negative', 'customers', 'business', 'the', 'to', 'google']"
90,89,17,89_money_child_kids_children,"['money', 'child', 'kids', 'children', 'saving', 'save', 'savings', 'they', 'teach', 'to']"
91,90,16,90_press_release_story_storytelling,"['press', 'release', 'story', 'storytelling', 'media', 'communications', 'public', 'relations', 'market', 'your']"
92,91,16,91_hosting_host_web_service,"['hosting', 'host', 'web', 'service', 'company', 'website', 'your', 'site', 'hosts', 'you']"
93,92,16,92_cialis_pharmacy_generic_security,"['cialis', 'pharmacy', 'generic', 'security', 'the', 'of', 'us', 'password', 'information', 'to']"
94,93,15,93_mlm_multilevel_marketing_your,"['mlm', 'multilevel', 'marketing', 'your', 'search', 'you', 'to', 'will', 'success', 'business']"
95,94,15,94_email_emails_subscribers_marketing,"['email', 'emails', 'subscribers', 'marketing', 'your', 'labyrinth', 'campaign', 'marketers', 'send', 'customers']"
96,95,15,95_youth_christmas_shopping_and,"['youth', 'christmas', 'shopping', 'and', 'my', 'was', 'fgmc', 'the', 'for', 'in']"
97,96,15,96_travel_ofccp_flight_flights,"['travel', 'ofccp', 'flight', 'flights', 'airlines', 'airline', 'contractors', 'the', 'audit', 'to']"
98,97,15,97_insurance_life_policy_coverage,"['insurance', 'life', 'policy', 'coverage', 'term', 'policies', 'mortgage', 'you', 'premiums', 'cover']"
99,98,15,98_fear_fears_life_what,"['fear', 'fears', 'life', 'what', 'we', 'my', 'courage', 'rattan', 'it', 'that']"
100,99,14,99_women_she_her_recognition,"['women', 'she', 'her', 'recognition', 'and', 'female', 'to', 'in', 'your', 'for']"
101,100,14,100_money_financial_couples_relationship,"['money', 'financial', 'couples', 'relationship', 'partner', 'finances', 'about', 'married', 'marriage', 'your']"
102,101,14,101_single_dating_mothers_stepchild,"['single', 'dating', 'mothers', 'stepchild', 'children', 'parent', 'father', 'relationship', 'kids', 'date']"
103,102,14,102_he_him_me_relationship,"['he', 'him', 'me', 'relationship', 'my', 'am', 'bad', 'his', 'boyfriend', 'but']"
104,103,14,103_appliance_repair_writing_authorized,"['appliance', 'repair', 'writing', 'authorized', 'its', 'scotland', 'write', 'writers', 'and', 'group']"
105,104,14,104_carleton_mi_glass_home,"['carleton', 'mi', 'glass', 'home', 'blinds', 'burglars', 'windshield', 'marijuana', 'safe', 'door']"
106,105,14,105_trading_trade_traders_pro,"['trading', 'trade', 'traders', 'pro', 'market', 'forex', 'trader', 'strategies', 'trades', 'best']"
107,106,14,106_students_homework_learning_assignments,"['students', 'homework', 'learning', 'assignments', 'class', 'to', 'student', 'their', 'adult', 'the']"
108,107,13,107_accident_injury_to_about,"['accident', 'injury', 'to', 'about', 'lawyer', 'conversation', 'the', 'and', 'you', 'if']"
109,108,13,108_job_resume_jobs_search,"['job', 'resume', 'jobs', 'search', 'work', 'position', 'employer', 'you', 'interview', 'employers']"
110,109,13,109_students_classroom_learning_teachers,"['students', 'classroom', 'learning', 'teachers', 'school', 'teaching', 'english', 'language', 'student', 'teacher']"
111,110,13,110_job_career_your_of,"['job', 'career', 'your', 'of', 'jobs', 'and', 'the', 'you', 'to', 'in']"
112,111,12,111_dwi_dui_lawyer_themes,"['dwi', 'dui', 'lawyer', 'themes', 'woothemes', 'attorney', 'lawyers', 'driving', 'wordpress', 'case']"
113,112,12,112_sherry_wine_jerez_and,"['sherry', 'wine', 'jerez', 'and', 'bodega', 'it', 'of', 'in', 'bodegas', 'was']"
114,113,12,113_communication_person_wah_audience,"['communication', 'person', 'wah', 'audience', 'not', 'or', 'you', 'your', 'attention', 'when']"
115,114,11,114_global_international_projects_project,"['global', 'international', 'projects', 'project', 'be', 'cultural', 'in', 'task', 'programme', 'will']"
116,115,11,115_content_audience_your_audiences,"['content', 'audience', 'your', 'audiences', 'to', 'create', 'click', 'story', 'share', 'and']"
117,116,11,116_download_creativity_tensions_schools,"['download', 'creativity', 'tensions', 'schools', 'in', 'work', 'working', 'dilemmas', 'of', 'asa']"
118,117,11,117_sluts_her_dirty_women,"['sluts', 'her', 'dirty', 'women', 'bed', 'talk', 'dominance', 'him', 'husbands', 'orgasm']"
119,118,11,118_dia_nbs_paperweight_gooderham,"['dia', 'nbs', 'paperweight', 'gooderham', 'cane', 'blue', 'john', 'studio', 'base', 'shank']"
120,119,10,119_volunteer_volunteering_veterans_luno,"['volunteer', 'volunteering', 'veterans', 'luno', 'kickstarter', 'angier', 'sojourner', 'project', 'service', 'for']"
121,120,10,120_book_emma_read_writing,"['book', 'emma', 'read', 'writing', 'reading', 'write', 'was', 'letters', 'quote', 'by']"
122,121,10,121_guide_website_site_game,"['guide', 'website', 'site', 'game', 'visitors', 'designer', 'info', 'video', 'keywords', 'online']"
