,Topic,Count,Name,Representation
25,24,75,24_quantum_the_states_of,"['quantum', 'the', 'states', 'of', 'atoms', 'in', 'spin', 'phase', 'magnetic', 'to']"
26,25,70,25_lake_bass_fishing_brook,"['lake', 'bass', 'fishing', 'brook', 'trout', 'fish', 'icedogs', 'you', 'river', 'the']"
27,26,70,26_cells_sloths_amphioxus_sloth,"['cells', 'sloths', 'amphioxus', 'sloth', 'species', 'et', 'al', 'neurons', 'nerve', 'cell']"
28,27,70,27_dcx_model_latent_data,"['dcx', 'model', 'latent', 'data', 'distribution', 'the', 'cells', 'correlation', 'chained', 'is']"
29,28,69,28_copy_genes_cnvs_number,"['copy', 'genes', 'cnvs', 'number', 'gene', 'were', 'cnv', 'in', 'genome', 'of']"
30,29,66,29_butterfly_butterflies_caterpillars_elm,"['butterfly', 'butterflies', 'caterpillars', 'elm', 'plants', 'the', 'to', 'host', 'and', 'it']"
31,30,66,30_lepton_relaxation_mixing_neutrino,"['lepton', 'relaxation', 'mixing', 'neutrino', 'leptons', 'the', 'of', 'mass', 'with', 'and']"
32,31,62,31_fisheries_fishery_management_fishing,"['fisheries', 'fishery', 'management', 'fishing', 'profit', 'fish', 'tuna', 'catch', 'production', 'of']"
33,32,60,32_cotton_were_was_of,"['cotton', 'were', 'was', 'of', 'the', 'and', 'in', 'fiber', 'leaves', 'agave']"
34,33,56,33_chickens_poultry_chicken_egg,"['chickens', 'poultry', 'chicken', 'egg', 'eggs', 'hens', 'coop', 'laying', 'farm', 'casula']"
35,34,55,34_trees_tree_flooding_flooded,"['trees', 'tree', 'flooding', 'flooded', 'earlywood', 'stem', 'earlywoodvessel', 'vessels', 'oak', 'the']"
36,35,55,35_yourself_profile_dating_energy,"['yourself', 'profile', 'dating', 'energy', 'describe', 'that', 'mass', 'is', 'we', 'it']"
37,36,54,36_creek_he_john_hes,"['creek', 'he', 'john', 'hes', 'salmon', 'mitchell', 'river', 'him', 'water', 'watershed']"
38,37,53,37_mathematics_mathematical_he_of,"['mathematics', 'mathematical', 'he', 'of', 'his', 'the', 'geometry', 'and', 'to', 'that']"
39,38,51,38_galaxies_galaxy_tidal_stars,"['galaxies', 'galaxy', 'tidal', 'stars', 'milky', 'gas', 'ngc', 'of', 'the', 'spiral']"
40,39,50,39_gardener_extension_garden_and,"['gardener', 'extension', 'garden', 'and', 'will', 'program', 'you', 'plant', 'master', 'for']"
41,40,50,40_satellite_temperature_surface_satellites,"['satellite', 'temperature', 'surface', 'satellites', 'data', 'climate', 'global', 'models', 'the', 'model']"
42,41,49,41_bermuda_solar_the_of,"['bermuda', 'solar', 'the', 'of', 'magnetic', 'field', 'from', 'was', 'in', 'were']"
43,42,48,42_swells_swell_wind_surf,"['swells', 'swell', 'wind', 'surf', 'trading', 'offshore', 'grid', 'sizes', 'waves', 'wave']"
44,43,48,43_p53_learning_function_we,"['p53', 'learning', 'function', 'we', 'genes', 'differentiable', 'data', 'model', 'gene', 'the']"
45,44,48,44_graph_tree_node_vertices,"['graph', 'tree', 'node', 'vertices', 'v1', 'edges', 'wolfe', 'vertex', 'connected', 'binary']"
46,45,48,45_biomass_map_cmsrf_maps,"['biomass', 'map', 'cmsrf', 'maps', 'data', 'resolution', 'lidar', 'spatial', 'discolouration', 'nbcdnce']"
47,46,47,46_whales_dolphins_whale_dolphin,"['whales', 'dolphins', 'whale', 'dolphin', 'cetaceans', 'to', 'badges', 'and', 'the', 'of']"
48,47,44,47_light_photosynthesis_cell_plants,"['light', 'photosynthesis', 'cell', 'plants', 'flute', 'lamps', 'cells', 'plant', 'membrane', 'and']"
49,48,44,48_bonobos_chimpanzees_primates_monkey,"['bonobos', 'chimpanzees', 'primates', 'monkey', 'monkeys', 'actor', 'primate', 'gorillas', 'females', 'food']"
50,49,43,49_insects_whitefly_plants_insect,"['insects', 'whitefly', 'plants', 'insect', 'pitcher', 'plant', 'arrowtown', 'garden', 'cacciatore', 'russa']"
51,50,41,50_tree_trees_pruning_branches,"['tree', 'trees', 'pruning', 'branches', 'your', 'arborist', 'weyauwega', 'you', 'ca', 'can']"
52,51,40,51_plant_garden_flower_white,"['plant', 'garden', 'flower', 'white', 'flowers', 'tree', 'plants', 'clay', 'paint', 'trees']"
53,52,39,52_fishing_fish_snook_boat,"['fishing', 'fish', 'snook', 'boat', 'you', 'your', 'wsb', 'tuna', 'anglers', 'bait']"
54,53,39,53_angles_angle_triangle_pdf,"['angles', 'angle', 'triangle', 'pdf', 'area', 'volume', 'trigonometric', 'equal', 'students', 'circle']"
55,54,38,54_ticks_tick_mosquito_burden,"['ticks', 'tick', 'mosquito', 'burden', 'species', 'infection', 'midges', 'disease', 'were', 'midge']"
56,55,36,55_bugs_bed_pest_bug,"['bugs', 'bed', 'pest', 'bug', 'flies', 'control', 'trap', 'fly', 'pests', 'your']"
57,56,36,56_snake_snakes_gecko_you,"['snake', 'snakes', 'gecko', 'you', 'crested', 'your', 'it', 'chameleon', 'they', 'eggs']"
58,57,35,57_algae_al_et_bacteria,"['algae', 'al', 'et', 'bacteria', 'diatoms', 'mob', 'ammonium', 'contigs', 'methane', 'pha']"
59,58,34,58_energy_he_of_physics,"['energy', 'he', 'of', 'physics', 'nuclear', 'dalton', 'the', 'detector', 'particles', 'neutron']"
60,59,34,59_wolf_bankruptcy_wolves_insolvency,"['wolf', 'bankruptcy', 'wolves', 'insolvency', 'cougars', 'coyotes', 'financial', 'herd', 'british', 'mature']"
61,60,33,60_matrix_method_ogs_algorithm,"['matrix', 'method', 'ogs', 'algorithm', 'vector', 'problems', 'we', 'mm', 'methods', 'iteration']"
62,61,32,61_dinosaurs_dinosaur_teeth_was,"['dinosaurs', 'dinosaur', 'teeth', 'was', 'were', 'it', 'rna', 'have', 'this', 'and']"
63,62,31,62_bats_bat_roosts_roost,"['bats', 'bat', 'roosts', 'roost', 'species', 'salem', 'cave', 'winston', 'caves', 'roosting']"
64,63,30,63_universe_black_hawking_holes,"['universe', 'black', 'hawking', 'holes', 'gravity', 'spacetime', 'hole', 'theory', 'quantum', 'singularity']"
65,64,30,64_seeds_seed_plants_cannabis,"['seeds', 'seed', 'plants', 'cannabis', 'planting', 'you', 'your', 'plant', 'or', 'will']"
66,65,29,65_motion_acceleration_velocity_circular,"['motion', 'acceleration', 'velocity', 'circular', 'friction', 'force', 'speed', 'block', 'is', 'magnitude']"
67,66,29,66_turtles_turtle_their_they,"['turtles', 'turtle', 'their', 'they', 'snapping', 'are', 'to', 'kalanick', 'sea', 'have']"
68,67,28,67_obstacles_eq_isophases_phase,"['obstacles', 'eq', 'isophases', 'phase', 'diffusion', 'tracers', 'we', 'oscillators', 'systems', 'time']"
69,68,28,68_manr_ozone_mannan_url,"['manr', 'ozone', 'mannan', 'url', 'utilization', 'cloud', 'stratosphere', 'bacillus', 'the', 'manh']"
70,69,27,69_stochastic_markov_random_slicer,"['stochastic', 'markov', 'random', 'slicer', 'probability', 'theory', 'processes', 'asymptotic', 'mathbbt', 'results']"
71,70,27,70_ice_sea_arctic_melt,"['ice', 'sea', 'arctic', 'melt', 'seaice', 'the', 'regression', 'ols', 'ocean', 'and']"
72,71,26,71_dating_dates_radiometric_carbon,"['dating', 'dates', 'radiometric', 'carbon', '14c', 'radioactive', 'age', 'radiocarbon', 'rock', 'isotope']"
73,72,26,72_fungi_mycorrhizal_vam_plants,"['fungi', 'mycorrhizal', 'vam', 'plants', 'et', 'roots', 'al', 'pgpr', 'associations', 'root']"
74,73,25,73_ggdbsaldicom_visitorinterior_viewed_posted,"['ggdbsaldicom', 'visitorinterior', 'viewed', 'posted', 'june', 'fishing', 'site', 'fish', 'over', 'by']"
75,74,25,74_bird_birds_hat_your,"['bird', 'birds', 'hat', 'your', 'feeder', 'bluebird', 'feeders', 'cap', 'seed', 'house']"
76,75,24,75_runoff_irrigation_water_soil,"['runoff', 'irrigation', 'water', 'soil', 'crop', 'rainfall', 'drip', 'farmers', 'motor', 'system']"
77,76,24,76_hydroponic_hydroponics_grow_aquaponics,"['hydroponic', 'hydroponics', 'grow', 'aquaponics', 'plants', 'you', 'your', 'growing', 'system', 'systems']"
78,77,24,77_floats_sinks_what_fruit,"['floats', 'sinks', 'what', 'fruit', 'download', 'banana', 'rot', 'infected', 'lightning', 'pathogens']"
79,78,24,78_water_florida_everglades_said,"['water', 'florida', 'everglades', 'said', 'lake', 'south', 'okeechobee', 'to', 'million', 'coastal']"
80,79,23,79_prime_number_sum_numbers,"['prime', 'number', 'sum', 'numbers', 'odd', 'divisible', 'factors', 'is', 'mod', 'square']"
81,80,23,80_dodecahedron_edges_selvage_parsnip,"['dodecahedron', 'edges', 'selvage', 'parsnip', 'wordpress', 'points', 'pieces', 'clambush', 'shaolin', 'the']"
82,81,23,81_cats_cat_kittens_kitten,"['cats', 'cat', 'kittens', 'kitten', 'daycare', 'manx', 'tnr', 'essentials', 'you', 'isle']"
83,82,22,82_s8_fire_galaxy_fires,"['s8', 'fire', 'galaxy', 'fires', 'android', 'forest', 'samsung', 'climate', 'unburned', 'apps']"
84,83,20,83_todo_genus_morphotype_list,"['todo', 'genus', 'morphotype', 'list', 'pterocarya', 'connectives', 'swift', 'artery', 'species', 'staminate']"
85,84,20,84_weeds_invasive_species_native,"['weeds', 'invasive', 'species', 'native', 'plant', 'weed', 'nonnative', 'noxious', 'exotic', 'invasion']"
86,85,20,85_black_blacks_stars_laws,"['black', 'blacks', 'stars', 'laws', 'codes', 'character', 'vagrancy', 'of', 'star', 'the']"
87,86,20,86_rabbit_rabbits_breed_arba,"['rabbit', 'rabbits', 'breed', 'arba', 'cage', 'you', 'hay', 'breeds', 'should', 'pet']"
88,87,20,87_heat_warming_ice_co2,"['heat', 'warming', 'ice', 'co2', 'arctic', 'atmosphere', 'global', 'temperature', 'climate', 'de']"
89,88,20,88_squirrels_squirrel_rats_cage,"['squirrels', 'squirrel', 'rats', 'cage', 'they', 'cages', 'ground', 'hammock', 'their', 'can']"
90,89,20,89_star_stars_binary_constellation,"['star', 'stars', 'binary', 'constellation', 'binaries', 'magnitude', 'is', 'orbit', 'gruis', 'spectral']"
91,90,19,90_horse_horses_wind_columbine,"['horse', 'horses', 'wind', 'columbine', 'woods', 'and', 'wildlife', 'turbines', 'police', 'your']"
92,91,19,91_florida_wildlife_native_will,"['florida', 'wildlife', 'native', 'will', 'syrup', 'park', 'fnps', 'maple', 'grade', 'at']"
93,92,19,92_chart_aspect_charts_aspects,"['chart', 'aspect', 'charts', 'aspects', 'file', 'drawing', 'plot', 'you', 'geometry', 'table']"
94,93,19,93_telescope_star_mirror_telescopes,"['telescope', 'star', 'mirror', 'telescopes', 'focus', 'aperture', 'images', 'stars', 'optical', 'eyepiece']"
95,94,18,94_frogs_frog_edna_clown,"['frogs', 'frog', 'edna', 'clown', 'toad', 'her', 'arabian', 'amphibians', 'tree', 'species']"
96,95,18,95_viagra_lion_lions_prescription,"['viagra', 'lion', 'lions', 'prescription', 'population', 'wildlife', 'poaching', 'uwa', 'non', 'okonjima']"
97,96,18,96_fly_flies_cultural_intelligence,"['fly', 'flies', 'cultural', 'intelligence', 'tie', 'tying', 'cast', 'hackle', 'harlem', 'fish']"
98,97,18,97_reaction_enthalpy_chemical_energy,"['reaction', 'enthalpy', 'chemical', 'energy', 'combustion', 'rate', 'substance', 'dissolves', 'chemistry', 'reactions']"
99,98,18,98_probability_students_statistics_deviation,"['probability', 'students', 'statistics', 'deviation', 'is', 'random', 'independent', 'this', 'hypothesis', 'error']"
100,99,18,99_trail_conservancy_bay_wetlands,"['trail', 'conservancy', 'bay', 'wetlands', 'san', 'river', 'wetland', 'restoration', 'wildlife', 'land']"
101,100,18,100_triples_query_rdf_bioimages,"['triples', 'query', 'rdf', 'bioimages', 'ontologies', 'dataset', 'reasoning', 'queries', 'entailed', 'data']"
102,101,18,101_pelagic_clay_c0019_436,"['pelagic', 'clay', 'c0019', '436', 'calcite', 'earthquake', 'tohoku', 'seamounts', 'drilling', 'plate']"
103,102,17,102_image_pdt_taken_validatedcalibrated,"['image', 'pdt', 'taken', 'validatedcalibrated', 'calibrated', 'cl1', 'archived', 'validated', 'pointing', 'nasa']"
104,103,17,103_ants_ant_gizmo_millipedes,"['ants', 'ant', 'gizmo', 'millipedes', 'they', 'mound', 'species', 'workers', 'skype', 'millipede']"
105,104,17,104_succulents_plants_succulent_wedding,"['succulents', 'plants', 'succulent', 'wedding', 'your', 'they', 'virginia', 'theyre', 'you', 'dont']"
106,105,17,105_plants_book_plant_tiffany,"['plants', 'book', 'plant', 'tiffany', 'gardeners', 'garden', 'aching', 'botany', 'seeds', 'and']"
107,106,17,106_nebula_nebulae_star_stars,"['nebula', 'nebulae', 'star', 'stars', 's7', 'samsung', 'ngc', 'galaxy', 'cloud', 'light']"
108,107,16,107_bamboo_tupelo_gambling_you,"['bamboo', 'tupelo', 'gambling', 'you', 'your', 'job', 'recruitment', 'hsl', 'ms', 'recruiting']"
109,108,16,108_trichocereus_cactus_pollinated_seeds,"['trichocereus', 'cactus', 'pollinated', 'seeds', 'collectible', 'fresh', 'bridgesii', 'cross', 'grown', 'hand']"
110,109,16,109_obolus_oblique_fossils_cambrian,"['obolus', 'oblique', 'fossils', 'cambrian', 'anterior', 'specimens', 'popov', 'genus', 'ungula', 'species']"
111,110,16,110_download_reframed_lacan_creatio,"['download', 'reframed', 'lacan', 'creatio', 'nihilo', 'ex', 'guide', 'theology', 'arts', 'augustine']"
112,111,15,111_phas_meteorite_meteorites_crvi,"['phas', 'meteorite', 'meteorites', 'crvi', 'iaa', 'chromium', 'chondrites', 'sp', 'mohapatra', 'bacterial']"
113,112,15,112_forest_wilderness_knowledge_jam,"['forest', 'wilderness', 'knowledge', 'jam', 'cabinet', 'veterans', 'vets', 'mountains', 'bwag', 'wrpco']"
114,113,14,113_fishing_diamond_pendant_mercury,"['fishing', 'diamond', 'pendant', 'mercury', '14k', 'flannel', 'bass', 'cairo', 'fish', 'gold']"
115,114,14,114_ranch_acres_farm_none,"['ranch', 'acres', 'farm', 'none', 'grazing', 'typical', 'bldg', 'property', 'irrigated', 'hills']"
116,115,14,115_sea_black_regime_shifts,"['sea', 'black', 'regime', 'shifts', 'marine', 'spatial', 'water', 'ecosystems', 'baltic', 'ocean']"
117,116,14,116_mars_lucky_colors_you,"['mars', 'lucky', 'colors', 'you', 'said', 'martian', 'the', 'to', 'numbers', 'water']"
118,117,14,117_coney_racquettail_larvae_labradorite,"['coney', 'racquettail', 'larvae', 'labradorite', 'bluecrowned', 'mm', 'eggs', 'folding', 'ear', 'wheat']"
119,118,14,118_bear_bears_hair_escorts,"['bear', 'bears', 'hair', 'escorts', 'kishangarh', 'you', 'polar', 'my', 'black', 'your']"
120,119,13,119_reefs_reef_coral_marine,"['reefs', 'reef', 'coral', 'marine', 'corals', 'divers', 'fish', 'bleaching', 'ocean', 'national']"
121,120,13,120_pigs_sows_sow_piglets,"['pigs', 'sows', 'sow', 'piglets', 'waldner', 'gilts', 'feed', 'kg', 'farrowing', 'weaned']"
122,121,13,121_gopher_gophers_rid_groundhogs,"['gopher', 'gophers', 'rid', 'groundhogs', 'moles', 'mole', 'baldwin', 'control', 'rodent', 'beach']"
123,122,13,122_removal_animal_raccoons_ypsilanti,"['removal', 'animal', 'raccoons', 'ypsilanti', 'wildlife', 'wild', 'animals', 'control', 'raccoon', 'attic']"
124,123,13,123_elephants_elephant_lockable_res,"['elephants', 'elephant', 'lockable', 'res', 'volunteers', 'agastyamalai', 'ivory', 'animals', 'floyd', 'they']"
125,124,13,124_forest_plantations_respiration_isoprene,"['forest', 'plantations', 'respiration', 'isoprene', 'forests', 'soil', 'exile', 'kangros', 'plantation', 'island']"
126,125,12,125_apple_fruit_tree_aphid,"['apple', 'fruit', 'tree', 'aphid', 'trees', 'hair', 'rosy', 'leaves', 'chinaberry', 'pest']"
127,126,12,126_dive_island_diving_coral,"['dive', 'island', 'diving', 'coral', 'reef', 'underwater', 'sea', 'reefs', 'islands', 'caye']"
128,127,12,127_fly_fishing_tying_flies,"['fly', 'fishing', 'tying', 'flies', '114', 'flyfishing', 'trout', '113', 'texas', 'shop']"
129,128,12,128_cassini_saturns_rings_spacecraft,"['cassini', 'saturns', 'rings', 'spacecraft', 'saturn', 'ring', 'titan', 'image', 'moons', 'oedipa']"
130,129,12,129_bonsai_trees_watering_tree,"['bonsai', 'trees', 'watering', 'tree', 'diabetes', 'drama', 'umbrella', 'drying', 'drip', 'water']"
131,130,12,130_zoo_giraffe_animals_ioc,"['zoo', 'giraffe', 'animals', 'ioc', 'olympic', 'zoological', 'read', 'wildlife', 'cameron', 'brundage']"
132,131,12,131_termites_termite_wood_subterranean,"['termites', 'termite', 'wood', 'subterranean', 'drywood', 'stallings', 'damage', 'infestation', 'galleries', 'dampwood']"
133,132,11,132_pest_windmill_windmills_cassava,"['pest', 'windmill', 'windmills', 'cassava', 'ipm', 'crop', 'mill', 'grind', 'grinding', 'whiteflies']"
134,133,11,133_weather_atmospheric_climate_research,"['weather', 'atmospheric', 'climate', 'research', 'vol', 'me', 'meteorologists', 'his', 'scientists', 'and']"
135,134,11,134_comm_pers_species_albipes,"['comm', 'pers', 'species', 'albipes', 'et', 'al', 'habitat', 'eoo', 'park', 'vences']"
136,135,11,135_spiders_spider_webs_orbweaver,"['spiders', 'spider', 'webs', 'orbweaver', 'recluse', 'their', 'they', 'pest', 'silk', 'wolf']"
137,136,11,136_planters_planter_row_rows,"['planters', 'planter', 'row', 'rows', 'seed', 'planting', 'eslinger', 'agrifab', 'anhydrous', 'compensation']"
138,137,10,137_grb_al_et_absorption,"['grb', 'al', 'et', 'absorption', 'absorber', 'fits', 'spectral', 'xray', 'grbs', 'kev']"
139,138,10,138_flood_hydrological_gage_precipitation,"['flood', 'hydrological', 'gage', 'precipitation', 'polygon', 'events', 'drought', 'forecasting', 'water', 'river']"
140,139,10,139_2017_dated_library_loan,"['2017', 'dated', 'library', 'loan', 'deccan', 'business', 'indian', 'abhilash', 'hindu', '2014']"
141,140,10,140_hebrews_metals_ngg_samar,"['hebrews', 'metals', 'ngg', 'samar', 'cameo', 'systems', 'concentrations', 'heavy', 'cu', 'bovines']"
142,141,10,141_dwarka_guangzhou_bearing_subtropical,"['dwarka', 'guangzhou', 'bearing', 'subtropical', 'whereas', 'distance', 'galac', 'galft', 'lha', 'lm']"
143,142,10,142_stata_my_students_love,"['stata', 'my', 'students', 'love', 'her', 'caliber', 'she', 'teacher', 'to', 'statalist']"
