,Topic,Count,Name,Representation
52,51,35,51_flowers_flower_garden_the,"['flowers', 'flower', 'garden', 'the', 'and', 'of', 'in', 'is', 'with', 'my']"
53,52,34,52_welk_rain_lawrence_the,"['welk', 'rain', 'lawrence', 'the', 'and', 'in', 'of', 'it', 'was', 'that']"
54,53,34,53_travel_spanish_to_and,"['travel', 'spanish', 'to', 'and', 'you', 'the', 'my', 'in', 'life', 'have']"
55,54,33,54_china_shanghai_chinese_in,"['china', 'shanghai', 'chinese', 'in', 'the', 'of', 'to', 'and', 'was', 'its']"
56,55,33,55_bitcoin_his_to_mirador,"['bitcoin', 'his', 'to', 'mirador', 'she', 'and', 'or', 'the', 'he', 'that']"
57,56,31,56_fabric_sewing_pattern_fabrics,"['fabric', 'sewing', 'pattern', 'fabrics', 'machines', 'the', 'but', 'for', 'with', 'it']"
58,57,30,57_tagged_photography_posted_tags,"['tagged', 'photography', 'posted', 'tags', 'poetry', 'art', 'bookmark', 'entry', 'photographer', 'permalink']"
59,58,30,58_my_was_plane_the,"['my', 'was', 'plane', 'the', 'me', 'to', 'of', 'and', 'that', 'had']"
60,59,30,59_cambodia_the_to_of,"['cambodia', 'the', 'to', 'of', 'and', 'in', 'thailand', 'you', 'we', 'is']"
61,60,28,60_fabric_skirt_pattern_dress,"['fabric', 'skirt', 'pattern', 'dress', 'cut', 'blouse', 'the', 'sewing', 'elastic', 'it']"
62,61,26,61_was_we_to_and,"['was', 'we', 'to', 'and', 'the', 'rencontre', 'were', 'my', 'that', 'it']"
63,62,26,62_february_november_2018_december,"['february', 'november', '2018', 'december', 'october', 'september', 'january', 'july', 'april', 'june']"
64,63,24,63_disney_we_theatre_nathan,"['disney', 'we', 'theatre', 'nathan', 'our', 'trip', 'at', 'the', 'ride', 'disneyland']"
65,64,24,64_blog_icelandic_swedish_english,"['blog', 'icelandic', 'swedish', 'english', 'club', 'sweden', 'users', 'travel', 'language', 'campania']"
66,65,24,65_greece_greek_the_in,"['greece', 'greek', 'the', 'in', 'of', 'java', 'to', 'and', 'we', 'on']"
67,66,24,66_valentines_day_game_and,"['valentines', 'day', 'game', 'and', 'of', 'some', 'to', 'you', 'for', 'it']"
68,67,24,67_temple_india_pujas_of,"['temple', 'india', 'pujas', 'of', 'the', 'naipaul', 'in', 'krishna', 'his', 'is']"
69,68,24,68_calf_him_he_horse,"['calf', 'him', 'he', 'horse', 'and', 'the', 'was', 'saddle', 'to', 'barn']"
70,69,23,69_the_of_to_mvas,"['the', 'of', 'to', 'mvas', 'in', 'that', 'it', 'and', 'is', 'you']"
71,70,20,70_cycling_iphone_subscription_shes,"['cycling', 'iphone', 'subscription', 'shes', 'her', 'filterra', 'everjourney', 'maria', 'she', 'mountain']"
72,71,20,71_dad_he_was_my,"['dad', 'he', 'was', 'my', 'and', 'had', 'the', 'mom', 'it', 'her']"
73,72,19,72_iceland_road_we_the,"['iceland', 'road', 'we', 'the', 'reykjavik', 'mountains', 'our', 'of', 'and', 'mountain']"
74,73,19,73_hair_he_had_geeta,"['hair', 'he', 'had', 'geeta', 'was', 'to', 'courage', 'the', 'aaron', 'his']"
75,74,19,74_your_my_to_you,"['your', 'my', 'to', 'you', 'we', 'and', 'me', 'the', 'for', 'it']"
76,75,19,75_york_city_nyc_new,"['york', 'city', 'nyc', 'new', 'you', 'to', 'the', 'in', 'there', 'node']"
77,76,18,76_libby_cheney_vacuum_president,"['libby', 'cheney', 'vacuum', 'president', 'that', 'the', 'scottie', 'bush', 'to', 'is']"
78,77,18,77_dolls_doll_dad_my,"['dolls', 'doll', 'dad', 'my', 'swarovski', 'they', 'she', 'on', 'her', 'was']"
79,78,18,78_gypsies_christmas_canvas_needledeeva,"['gypsies', 'christmas', 'canvas', 'needledeeva', 'zecca', 'holiday', 'love', 'dmc', 'it', 'you']"
80,79,18,79_design_spoon_art_of,"['design', 'spoon', 'art', 'of', 'peacock', 'branding', 'the', 'brand', 'and', 'that']"
81,80,18,80_ten_entry_will_posted,"['ten', 'entry', 'will', 'posted', 'reporter', 'de', 'think', 'responses', 'filed', 'frencheditions']"
82,81,17,81_house_faucet_growers_the,"['house', 'faucet', 'growers', 'the', 'in', 'faucets', 'kitchen', 'of', 'your', 'is']"
83,82,16,82_the_christian_we_was,"['the', 'christian', 'we', 'was', 'to', 'and', 'train', 'up', 'it', 'on']"
84,83,16,83_egress_class_to_roger,"['egress', 'class', 'to', 'roger', 'anthropology', 'for', 'my', 'and', 'so', 'this']"
85,84,16,84_he_his_hes_evan,"['he', 'his', 'hes', 'evan', 'the', 'him', 'its', 'that', 'to', 'ellie']"
86,85,16,85_egypt_cogs_cog_allah,"['egypt', 'cogs', 'cog', 'allah', 'toon', 'the', 'of', 'toontown', 'cairo', 'toons']"
87,86,16,86_ghosts_the_of_was,"['ghosts', 'the', 'of', 'was', 'it', 'me', 'in', 'to', 'that', 'fridge']"
88,87,15,87_arena_cleveland_have_believe,"['arena', 'cleveland', 'have', 'believe', 'am', 'that', 'to', 'our', 'not', 'and']"
89,88,15,88_zealand_nz_dogs_trip,"['zealand', 'nz', 'dogs', 'trip', 'pelmet', 'wellington', 'we', 'dog', 'of', 'auckland']"
90,89,15,89_perfume_perfumes_perfumers_independent,"['perfume', 'perfumes', 'perfumers', 'independent', 'perfumer', 'scent', 'perfumery', 'of', 'fragrance', 'is']"
91,90,14,90_jag_een_en_och,"['jag', 'een', 'en', 'och', 'ik', 'att', 'aan', 'je', 'het', 'med']"
92,91,14,91_name_genes_names_l3i,"['name', 'genes', 'names', 'l3i', 'gene', 'nickname', 'l3', 'upregulated', 'l3ir', 'l3c']"
93,92,14,92_weekend_my_friday_week,"['weekend', 'my', 'friday', 'week', 'it', 'mondays', 'off', 'up', 'day', 'im']"
94,93,14,93_you_love_me_that,"['you', 'love', 'me', 'that', 'your', 'my', 'know', 'is', 'to', 'of']"
95,94,13,94_yellow_colour_orange_color,"['yellow', 'colour', 'orange', 'color', 'colors', 'look', 'you', 'red', 'blue', 'peggy']"
96,95,13,95_turkey_istanbul_konya_denizli,"['turkey', 'istanbul', 'konya', 'denizli', 'videodriving', 'cappadocia', '2010', 'turkish', 'volky', 'austin']"
97,96,13,96_print_cathedral_winnipeg_etching,"['print', 'cathedral', 'winnipeg', 'etching', 'plate', 'church', 'the', 'asuncion', 'my', 'image']"
98,97,12,97_haiti_we_children_adjustment,"['haiti', 'we', 'children', 'adjustment', 'team', 'sponsor', 'our', 'haitian', 'compassion', 'was']"
99,98,12,98_investor_we_the_trail,"['investor', 'we', 'the', 'trail', 'and', 'to', 'for', 'of', 'on', 'tri']"
100,99,12,99_yoga_meditation_merlyn_emotions,"['yoga', 'meditation', 'merlyn', 'emotions', 'practice', 'am', 'to', 'myself', 'me', 'days']"
101,100,12,100_the_and_my_in,"['the', 'and', 'my', 'in', 'to', 'police', 'that', 'of', 'me', 'he']"
102,101,11,101_autism_the_betting_autistic,"['autism', 'the', 'betting', 'autistic', 'skills', 'child', 'to', 'in', 'and', 'of']"
103,102,11,102_enfield_videos_video_1malaysia,"['enfield', 'videos', 'video', '1malaysia', 'youtube', 'language', 'royal', 'north', 'namewee', 'finas']"
104,103,11,103_route_kilimanjaro_machame_marangu,"['route', 'kilimanjaro', 'machame', 'marangu', 'shira', 'umbwe', 'bros', 'warner', 'climbers', 'is']"
105,104,11,104_in_city_back_will,"['in', 'city', 'back', 'will', 'our', 'of', 'comedy', 'and', 'to', 'so']"
106,105,10,105_photography_tagged_postaday_sixdegreesphotography,"['photography', 'tagged', 'postaday', 'sixdegreesphotography', 'iphoneography', 'cinematic', 'posted', 'photo', 'photographs', 'worrall']"
107,106,10,106_marketing_students_ildal_auditorium,"['marketing', 'students', 'ildal', 'auditorium', 'are', 'then', 'school', 'sugartime', 'rehearsals', 'luanda']"
108,107,10,107_dubai_burj_souk_khalifa,"['dubai', 'burj', 'souk', 'khalifa', 'is', 'cendol', 'jumeirah', 'al', 'emirates', 'the']"
109,108,10,108_lapd_festival_for_the,"['lapd', 'festival', 'for', 'the', 'to', 'be', 'day', 'poly', 'strawberry', 'on']"
110,109,10,109_we_to_game_you,"['we', 'to', 'game', 'you', 'catholics', 'majid', 'wife', 'the', 'and', 'get']"
111,110,10,110_aloesin_tiny_design_art,"['aloesin', 'tiny', 'design', 'art', 'the', 'house', 'of', 'and', 'it', 'was']"
112,111,10,111_podcast_you_stillman_your,"['podcast', 'you', 'stillman', 'your', 'toastmasters', 'youre', 'it', 'sandra', 'outstanding', 'really']"
