,Topic,Count,Name,Representation
59,58,38,58_security_iot_software_solutions,"['security', 'iot', 'software', 'solutions', 'linux', 'cybersecurity', 'xassets', 'and', 'devices', 'secure']"
60,59,37,59_sales_car_vehicles_year,"['sales', 'car', 'vehicles', 'year', 'cars', 'units', 'your', 'month', 'prices', 'coffee']"
61,60,36,60_abu_dhabi_uae_aerospace,"['abu', 'dhabi', 'uae', 'aerospace', 'summit', 'dubai', 'aviation', 'al', 'space', 'global']"
62,61,36,61_traffic_inrix_you_fleet,"['traffic', 'inrix', 'you', 'fleet', 'and', 'to', 'is', 'will', 'gps', 'can']"
63,62,35,62_we_it_linda_was,"['we', 'it', 'linda', 'was', 'my', 'had', 'back', 'so', 'the', 'ceb']"
64,63,34,63_car_my_it_troy,"['car', 'my', 'it', 'troy', 'cars', 'was', 'but', 'the', 'and', 'that']"
65,64,34,64_pilot_ac_airplane_landing,"['pilot', 'ac', 'airplane', 'landing', 'flight', 'airport', 'was', 'aircraft', 'nose', 'runway']"
66,65,33,65_china_chinas_highspeed_railway,"['china', 'chinas', 'highspeed', 'railway', 'hsr', 'openingup', 'chinese', '40th', 'will', 'rail']"
67,66,32,66_rank_starfleet_ship_insignia,"['rank', 'starfleet', 'ship', 'insignia', 'was', 'lifeboat', 'the', 'were', 'or', 'titanic']"
68,67,32,67_crusher_cement_cone_jaw,"['crusher', 'cement', 'cone', 'jaw', 'crushing', 'stone', 'plant', 'crushers', 'gravel', 'mining']"
69,68,32,68_insurance_car_repair_automotive,"['insurance', 'car', 'repair', 'automotive', 'service', 'vehicle', 'auto', 'and', 'will', 'rental']"
70,69,31,69_tesla_model_musk_teslas,"['tesla', 'model', 'musk', 'teslas', 'letter', 'cover', 'elon', 'electric', 'roadster', 'car']"
71,70,31,70_snow_road_salt_winter,"['snow', 'road', 'salt', 'winter', 'roads', 'driving', 'chains', 'plows', 'you', 'conditions']"
72,71,30,71_airport_vaccine_dholera_vaccines,"['airport', 'vaccine', 'dholera', 'vaccines', 'international', 'airports', 'sperm', 'terminal', 'is', 'he']"
73,72,30,72_sustainability_circular_sustainable_green,"['sustainability', 'circular', 'sustainable', 'green', 'through', 'and', 'economy', 'products', 'cradle', 'innovation']"
74,73,29,73_road_gardens_toll_infrastructure,"['road', 'gardens', 'toll', 'infrastructure', 'projects', 'transport', 'bot', 'of', 'rs', 'the']"
75,74,28,74_hurricane_power_storm_outages,"['hurricane', 'power', 'storm', 'outages', 'customers', 'restoration', 'situation', 'pm', 'crews', 'without']"
76,75,28,75_gas_ukraine_russian_gazprom,"['gas', 'ukraine', 'russian', 'gazprom', 'turkish', 'stream', 'pipeline', 'turkey', 'azerbaijan', 'russia']"
77,76,28,76_hydrogen_fuel_cell_ians,"['hydrogen', 'fuel', 'cell', 'ians', 'autosar', 'alexa', 'tv', 'echo', 'fueling', 'it']"
78,77,27,77_parts_limousine_electrogalvanised_jersey,"['parts', 'limousine', 'electrogalvanised', 'jersey', 'customers', '2mm', 'our', 'service', 'new', 'flemington']"
79,78,26,78_guide_quick_career_your,"['guide', 'quick', 'career', 'your', 'training', 'you', 'charging', 'wireless', 'psychology', 'browser']"
80,79,26,79_my_bike_boracay_it,"['my', 'bike', 'boracay', 'it', 'was', 'so', 'but', 'me', 'out', 'had']"
81,80,26,80_sap_software_rimini_support,"['sap', 'software', 'rimini', 'support', 'business', '3000', 'skips', 'to', 'you', 'erp']"
82,81,25,81_lektreschlssel_download_alfred_your,"['lektreschlssel', 'download', 'alfred', 'your', 'smart', 'home', 'you', 'andersch', 'security', 'can']"
83,82,25,82_rs_futures_per_domestic,"['rs', 'futures', 'per', 'domestic', 'copper', 'mcx', 'intraday', 'trading', 'metal', 'cent']"
84,83,25,83_rights_repair_human_ac,"['rights', 'repair', 'human', 'ac', 'the', 'of', 'to', 'is', 'hvac', 'and']"
85,84,25,84_masonry_design_brick_awards,"['masonry', 'design', 'brick', 'awards', 'construction', 'and', 'the', 'of', 'building', 'architectural']"
86,85,25,85_forest_safety_forklift_decedent,"['forest', 'safety', 'forklift', 'decedent', 'was', 'health', 'timber', 'had', 'hse', 'work']"
87,86,25,86_prices_cents_gallon_gasoline,"['prices', 'cents', 'gallon', 'gasoline', 'average', 'unleaded', 'gas', 'price', 'last', 'selfserve']"
88,87,24,87_lng_marine_baltic_sea,"['lng', 'marine', 'baltic', 'sea', 'flng', 'and', 'charities', 'ports', 'tax', 'keppel']"
89,88,24,88_emissions_transport_nox_vehicles,"['emissions', 'transport', 'nox', 'vehicles', 'ethanol', 'diesel', 'co2', 'finance', 'retrofit', 'of']"
90,89,23,89_tyres_tire_tyre_tires,"['tyres', 'tire', 'tyre', 'tires', 'ptw', 'car', 'my', 'have', 'it', 'me']"
91,90,23,90_bakhtawarpur_english_power_energy,"['bakhtawarpur', 'english', 'power', 'energy', 'african', 'superstar', 'africa', 'speaking', 'ethiopia', 'electricity']"
92,91,23,91_satellite_satellites_ps1a_launch,"['satellite', 'satellites', 'ps1a', 'launch', 'intelsat', 'cubesat', 'constellation', 'space', 'octopus', 'telstar']"
93,92,23,92_chinas_download_banking_transformation,"['chinas', 'download', 'banking', 'transformation', 'untold', 'ergodic', 'china', 'story', 'in', 'editorial']"
94,93,22,93_ethanol_corn_fuel_epa,"['ethanol', 'corn', 'fuel', 'epa', 'biofuels', 'renewable', 'biodiesel', 'gallons', 'cellulosic', 'oil']"
95,94,22,94_zincs_my_boat_you,"['zincs', 'my', 'boat', 'you', 'order', 'great', 'thank', 'service', 'your', 'ordered']"
96,95,21,95_steel_antidumping_trade_imports,"['steel', 'antidumping', 'trade', 'imports', 'tariffs', 'commerce', 'china', 'aluminum', 'chinese', 'us']"
97,96,20,96_bridge_river_chubbuck_concrete,"['bridge', 'river', 'chubbuck', 'concrete', 'tappan', 'zee', 'span', 'construction', 'bridges', 'steel']"
98,97,20,97_bike_squirrel_motorcycle_you,"['bike', 'squirrel', 'motorcycle', 'you', 'that', 'it', 'bicycle', 'dynasore', 'my', 'cyclists']"
99,98,20,98_solar_trip_energy_skypower,"['solar', 'trip', 'energy', 'skypower', 'afs', 'suzy', 'africa', 'you', 'renewable', 'adb']"
100,99,20,99_safety_osha_health_workers,"['safety', 'osha', 'health', 'workers', 'violations', 'occupational', 'hazards', 'employees', 'cited', 'oshas']"
101,100,20,100_flight_he_his_aircraft,"['flight', 'he', 'his', 'aircraft', 'flying', 'plane', 'was', 'parachute', 'wright', 'aviation']"
102,101,19,101_rail_trains_freight_railways,"['rail', 'trains', 'freight', 'railways', 'boxes', 'railway', 'traffic', 'train', 'transport', 'yby']"
103,102,19,102_biomass_doctor_ethylene_algae,"['biomass', 'doctor', 'ethylene', 'algae', 'sontarans', 'biofuels', 'story', 'of', 'colins', 'researchers']"
104,103,18,103_construction_estimating_project_cost,"['construction', 'estimating', 'project', 'cost', 'estimation', 'estimators', 'chhattisgarh', 'percent', 'estimate', 'of']"
105,104,18,104_network_nfv_goose_sdn,"['network', 'nfv', 'goose', 'sdn', 'cloud', 'canada', 'sdwan', 'data', 'networks', 'wan']"
106,105,18,105_bmw_dating_his_ions,"['bmw', 'dating', 'his', 'ions', 'rhinos', 'dtm', 'or', 'm3', 'the', 'mass']"
107,106,18,106_maserati_ferrari_racing_cooper,"['maserati', 'ferrari', 'racing', 'cooper', 'cars', 'car', 'mc12', 'team', 'alpha', 'acura']"
108,107,18,107_machining_cutting_waterjet_machine,"['machining', 'cutting', 'waterjet', 'machine', 'cnc', 'oward', 'parts', 'machines', '5axis', 'hypertherm']"
109,108,18,108_hydroelectric_hydro_dam_river,"['hydroelectric', 'hydro', 'dam', 'river', 'bc', 'falls', 'power', 'nalcor', 'muskrat', 'project']"
110,109,18,109_pavers_opo_totes_goods,"['pavers', 'opo', 'totes', 'goods', 'topsoil', 'tgw', 'conveyor', 'our', 'warehouse', 'we']"
111,110,18,110_oakland_toyota_sales_gst,"['oakland', 'toyota', 'sales', 'gst', 'gac', 'units', 'china', 'marijuana', 'motor', 'auto']"
112,111,17,111_mixer_concrete_mortar_steel,"['mixer', 'concrete', 'mortar', 'steel', 'machine', 'grinding', 'plant', 'pump', 'scrap', 'quality']"
113,112,17,112_porsche_911_ladies_lunch,"['porsche', '911', 'ladies', 'lunch', 'cards', 'comc', 'was', 'la', 'gt2', 'it']"
114,113,17,113_jeep_cj5_cherokee_vehicle,"['jeep', 'cj5', 'cherokee', 'vehicle', 'trim', 'ads', 'tavala', 'wrangler', 'engine', 'chrysler']"
115,114,17,114_christmas_children_air_eve,"['christmas', 'children', 'air', 'eve', 'church', 'gifts', 'christ', 'tree', 'the', 'of']"
116,115,17,115_tablet_film_computers_hp,"['tablet', 'film', 'computers', 'hp', 'webos', 'tablets', 'companies', 'dental', 'ework', 'rome']"
117,116,17,116_tunnel_tunnels_shelters_boring,"['tunnel', 'tunnels', 'shelters', 'boring', 'tunneling', 'shelter', 'asu', 'machine', 'underground', 'county']"
118,117,16,117_liebherr_crane_cranes_lr,"['liebherr', 'crane', 'cranes', 'lr', 'crawler', 'liebherraerospace', 'jib', 'its', '11350', 'luffing']"
119,118,16,118_quantum_computing_qubits_computers,"['quantum', 'computing', 'qubits', 'computers', 'computer', 'classical', 'cryptography', 'ibm', 'research', 'microsoft']"
120,119,16,119_fracking_radon_gas_drilling,"['fracking', 'radon', 'gas', 'drilling', 'shale', 'ohio', 'water', 'wells', 'contamination', 'marcellus']"
121,120,16,120_honda_wrv_accord_civic,"['honda', 'wrv', 'accord', 'civic', 'car', 'crossover', 'armstrong', 'jtp', 'scout', 'crv']"
122,121,16,121_drugs_bike_racing_tunnel,"['drugs', 'bike', 'racing', 'tunnel', 'gretsch', 'formulary', 'race', 'his', 'drug', 'pro']"
123,122,16,122_welding_welders_tig_a240,"['welding', 'welders', 'tig', 'a240', 'weld', 'esab', 'mig', 'fabrication', 'astm', 'hdx']"
124,123,16,123_solar_flight_impulse_morewashington,"['solar', 'flight', 'impulse', 'morewashington', 'ani', 'plane', 'piccard', 'cells', 'read', 'ians']"
125,124,16,124_lng_movements_gas_china,"['lng', 'movements', 'gas', 'china', 'asexual', 'lineages', 'futures', 'oil', 'eye', 'transfundal']"
126,125,16,125_volvo_zr1_dme_car,"['volvo', 'zr1', 'dme', 'car', 'rollsroyce', 'band', 'polestar', 'dairy', 'cars', 'altair']"
127,126,16,126_jingles_dance_nbc_insurance,"['jingles', 'dance', 'nbc', 'insurance', 'qualifiers', 'nozzle', 'party', 'osun', 'episode', 'airgun']"
128,127,15,127_bike_voltage_dac_bikes,"['bike', 'voltage', 'dac', 'bikes', 'mosfets', 'dacs', 'my', 'bmx', 'frame', 'blog']"
129,128,15,128_hyperloop_i25_htt_transportation,"['hyperloop', 'i25', 'htt', 'transportation', 'ridgegate', 'travel', 'colorado', 'parkway', 'rail', 'lincoln']"
130,129,15,129_rover_land_jaguar_abu,"['rover', 'land', 'jaguar', 'abu', 'dhabi', 'driver', 'lada', 'saws', 'wttc', 'etihad']"
131,130,15,130_ieee_iso_quality_certification,"['ieee', 'iso', 'quality', 'certification', 'society', 'magical', 'hughes', 'orange', 'rule', '90012008']"
132,131,14,131_electricity_universal_cdec_economics,"['electricity', 'universal', 'cdec', 'economics', 'energy', 'disney', 'to', 'of', 'electric', 'that']"
133,132,14,132_hangar_flying_aircraft_schweiss,"['hangar', 'flying', 'aircraft', 'schweiss', 'modelling', '3d', 'cockpit', 'glasair', 'model', 'fly']"
134,133,14,133_physics_education_women_students,"['physics', 'education', 'women', 'students', 'of', 'inventions', 'inventors', 'in', 'her', 'the']"
135,134,14,134_chiropractor_coast_gold_pain,"['chiropractor', 'coast', 'gold', 'pain', 'chiropractic', 'back', 'we', 'for', 'lower', 'neck']"
136,135,14,135_ccrr_wohl_cx43_cip85,"['ccrr', 'wohl', 'cx43', 'cip85', 'hf', 'psychologists', 'rail', 'train', 'mice', 'sunrail']"
137,136,13,136_oil_gas_fear_petroleum,"['oil', 'gas', 'fear', 'petroleum', 'swallowing', 'ghana', 'tor', 'specters', 'respondents', 'nnpc']"
138,137,13,137_students_school_aerospace_nasa,"['students', 'school', 'aerospace', 'nasa', 'exif', 'education', 'aiaa', 'science', 'aeroready', 'university']"
139,138,13,138_tortoise_food_wastewater_sludge,"['tortoise', 'food', 'wastewater', 'sludge', 'cleaning', 'lansing', 'lamps', 'water', 'criq', 'his']"
140,139,12,139_dynamics_microsoft_azure_saasplaza,"['dynamics', 'microsoft', 'azure', 'saasplaza', 'java', 'software', 'insta', 'isoworks', 'oklahoma', 'workspace']"
141,140,12,140_green_building_buildings_leed,"['green', 'building', 'buildings', 'leed', 'energy', 'homes', 'design', 'fries', 'hewitt', 'architecture']"
142,141,12,141_chemicals_pfoa_retardants_perfluorooctane,"['chemicals', 'pfoa', 'retardants', 'perfluorooctane', 'committee', 'pfos', 'toxic', 'stockholm', 'convention', 'salts']"
143,142,12,142_beer_assignment_lasagne_brewery,"['beer', 'assignment', 'lasagne', 'brewery', 'yolong', 'resume', 'brewing', 'diversey', 'indeed', 'cleanpatch']"
144,143,12,143_volkswagen_his_rencontre_dating,"['volkswagen', 'his', 'rencontre', 'dating', 'emissions', 'you', 'innova', 'diesel', 'vehicles', 'vw']"
145,144,12,144_scania_measuring_bogie_buses,"['scania', 'measuring', 'bogie', 'buses', 'bus', 'smrt', 'arm', 'ivb', 'romer', 'car']"
146,145,11,145_marin_vessel_ais_team,"['marin', 'vessel', 'ais', 'team', 'port', 'freeipa', 'auxiliary', 'guard', 'we', 'ship']"
147,146,11,146_superjewelercom_dow_coupon_codes,"['superjewelercom', 'dow', 'coupon', 'codes', 'robots', 'liveris', 'deals', 'accounting', 'chemring', 'off']"
148,147,11,147_carbon_emissions_fiat_car,"['carbon', 'emissions', 'fiat', 'car', 'chrysler', 'bioenergy', 'ford', 'a380', 'ccs', 'offsets']"
149,148,11,148_design_dot_red_obentobako,"['design', 'dot', 'red', 'obentobako', 'product', 'cleantech', 'international', 'award', 'designers', 'awards']"
150,149,10,149_pebble_beach_sheila_delegance,"['pebble', 'beach', 'sheila', 'delegance', 'concours', 'driving', 'dusky', 'track', 'john', 'bandit']"
151,150,10,150_kite_kites_ul_kitesurfing,"['kite', 'kites', 'ul', 'kitesurfing', 'tricks', 'portsmouth', 'wind', 'packaging', 'fly', 'solus']"
152,151,10,151_music_valve_eggplant_repertoire,"['music', 'valve', 'eggplant', 'repertoire', 'fingering', 'growth', 'research', 'yuan', 'fingerings', 'china']"
